	model_type	index	variable	value	z_score
374	real	vae_0_three	Osteoblast_FANTOM_3	-1.9442291781306267	0.10786928590881965
1946	real	vae_1_two	pDC_FANTOM_3	0.15003615571185958	0.10945125577039154
1115	real	vae_1_three	Class-switched-memory-B-cells_NOVERSHTERN_3	-0.37058930844068527	0.11192902056095054
947	real	vae_0_two	ly-Endothelial-cells_HPCA_3	-0.571574829518795	0.11267576343119058
690	real	vae_0_two	GMP_BLUEPRINT_1	-2.6016910700127482	0.11305265584400273
1254	real	vae_1_three	Macrophages_FANTOM_1	-0.5023357565514743	0.11333578075583739
2071	real	vae_2	CMP_BLUEPRINT_2	-0.9095624759793282	0.11774763160325881
1888	real	vae_1_two	Tgd-cells_HPCA_2	0.032824575435370235	0.12284243371059997
133	real	vae_0_three	Class-switched-memory-B-cells_BLUEPRINT_2	-0.8170648096129298	0.12692083676840243
1940	real	vae_1_two	naive-B-cells_HPCA_3	-0.3328423649072647	0.12844154996851642
865	real	vae_0_two	Osteoblast_HPCA_2	-0.5771358907222748	0.1300994519413774
1936	real	vae_1_two	naive-B-cells_BLUEPRINT_2	-0.30976010113954544	0.13021877100365983
1063	real	vae_1_three	CD8+-T-cells_IRIS_2	-0.1537074693478644	0.1304442073881606
306	real	vae_0_three	Memory-B-cells_IRIS_1	-0.3352891355752945	0.13242152592016726
269	real	vae_0_three	Macrophages-M2_BLUEPRINT_3	-0.9687482118606567	0.13297822793014044
1755	real	vae_1_two	Megakaryocytes_BLUEPRINT_1	0.035878684371709824	0.13400202948874027
1275	real	vae_1_three	Melanocytes_FANTOM_1	-0.1083296611905098	0.13570758630867702
597	real	vae_0_two	CD8+-naive-T-cells_HPCA_1	-1.9184419659432024	0.13683214843515318
523	real	vae_0_two	CD4+-T-cells_FANTOM_2	-0.23643489181995392	0.13691353945752344
1896	real	vae_1_two	Tregs_BLUEPRINT_1	0.35167920589447016	0.13799223522199866
2212	real	vae_2	MSC_FANTOM_2	-0.28616493940353394	0.13828255514955437
1670	real	vae_1_two	GMP_BLUEPRINT_3	0.17876175511628384	0.1401443261181252
2269	real	vae_2	Mesangial-cells_FANTOM_2	-0.6244881870225071	0.1452786491629998
313	real	vae_0_three	Mesangial-cells_FANTOM_2	-0.9465873632580042	0.14690606890457994
1109	real	vae_1_three	Chondrocytes_HPCA_3	-0.0760937761515379	0.15010525318147372
1851	real	vae_1_two	Plasma-cells_BLUEPRINT_1	0.0019363025203347206	0.15099608572788295
1600	real	vae_1_two	Class-switched-memory-B-cells_BLUEPRINT_2	-0.3301821071654558	0.15150582558112582
2437	real	vae_2	pDC_NOVERSHTERN_2	-0.3082032985985279	0.15314807410268172
1095	real	vae_1_three	CMP_HPCA_1	-5.769487788667902	0.1553582421684526
446	real	vae_0_three	cDC_HPCA_3	-0.18835147470235825	0.15893859741425775
890	real	vae_0_two	Preadipocytes_FANTOM_3	-1.0252062985673547	0.16069134492488032
1850	real	vae_1_two	Pericytes_FANTOM_3	0.15646295249462128	0.1610795461869144
1499	real	vae_1_two	CD4+-T-cells_BLUEPRINT_3	0.13164933025836942	0.1633628161986893
1775	real	vae_1_two	Memory-B-cells_IRIS_3	0.004785742610692971	0.16574241528889921
165	real	vae_0_three	Eosinophils_FANTOM_1	-0.6182891516946256	0.16602079561471997
1612	real	vae_1_two	DC_HPCA_2	0.020783342421054854	0.16637325249565568
1773	real	vae_1_two	Memory-B-cells_IRIS_1	-0.0017154477536678314	0.1676649758792621
283	real	vae_0_three	Macrophages_IRIS_2	-1.9332133429124951	0.1690102525986502
2033	real	vae_2	CD8+-T-cells_BLUEPRINT_3	-0.8540691264206544	0.16958792272734394
1653	real	vae_1_two	Erythrocytes_HPCA_1	-0.23668275214731693	0.17275669897438845
2215	real	vae_2	MSC_HPCA_2	-0.8463075142353773	0.1733697311337336
726	real	vae_0_two	MEP_HPCA_1	-0.40469267638400197	0.17400230684213214
2236	real	vae_2	Macrophages_HPCA_2	-2.845125610008836	0.1747487523483726
729	real	vae_0_two	MEP_NOVERSHTERN_1	-1.3573577888309956	0.17557854243468857
166	real	vae_0_three	Eosinophils_FANTOM_2	-0.5415831222198904	0.17691850072758195
935	real	vae_0_two	cDC_HPCA_3	-0.27494846656918526	0.18083461040092136
1897	real	vae_1_two	Tregs_BLUEPRINT_2	0.0	0.18154230289257617
208	real	vae_0_three	GMP_NOVERSHTERN_2	-0.02820377051830293	0.18281141971569156
1815	real	vae_1_two	NK-cells_NOVERSHTERN_1	0.0	0.18445646214734066
1719	real	vae_1_two	MPP_NOVERSHTERN_1	0.16962550207972527	0.1867715248973747
2141	real	vae_2	Erythrocytes_FANTOM_3	-0.8420612514019012	0.1961616895602747
1067	real	vae_1_three	CD8+-T-cells_NOVERSHTERN_3	-1.1425680182874203	0.19903636014637505
1267	real	vae_1_three	Megakaryocytes_BLUEPRINT_2	0.0233915988355875	0.20175114128954874
655	real	vae_0_two	Eosinophils_FANTOM_2	-0.908485060557723	0.20409179066612285
2026	real	vae_2	CD4+-naive-T-cells_IRIS_2	-0.450923066586256	0.20655434153659835
2041	real	vae_2	CD8+-T-cells_IRIS_2	-0.25296044687274843	0.20774556615439285
1259	real	vae_1_three	Macrophages_HPCA_3	-1.946221646561753	0.2086388484654286
74	real	vae_0_three	CD4+-naive-T-cells_NOVERSHTERN_3	-0.4220351595431566	0.2148240995088863
770	real	vae_0_two	Macrophages_HPCA_3	-3.7012154599506175	0.2156186400671053
599	real	vae_0_two	CD8+-naive-T-cells_HPCA_3	-0.7155308071523905	0.21586541179301283
1525	real	vae_1_two	CD4+-memory-T-cells_FANTOM_2	0.04291473887860776	0.218492076114561
915	real	vae_0_two	Th2-cells_IRIS_1	-0.2771484926342964	0.218986400886133
1892	real	vae_1_two	Th1-cells_IRIS_3	0.08796736411750315	0.22075853486378264
2121	real	vae_2	Eosinophils_FANTOM_1	-1.712839181534946	0.22169750268843016
2018	real	vae_2	CD4+-memory-T-cells_IRIS_3	-0.506715283729136	0.2241771760135346
1442	real	vae_1_three	mv-Endothelial-cells_FANTOM_3	-1.8204175367427524	0.22459534724934532
791	real	vae_0_two	Memory-B-cells_BLUEPRINT_3	-1.4562954669818282	0.2252905241340368
171	real	vae_0_three	Epithelial-cells_ENCODE_1	-0.35270881094038486	0.2253850033032076
1011	real	vae_1_three	CD4+-T-cells_FANTOM_1	-0.4315927317366004	0.22860647553341742
1811	real	vae_1_two	NK-cells_HPCA_3	-0.14160938840359447	0.2296310775531897
1429	real	vae_1_three	iDC_HPCA_2	-0.21609222516417503	0.2300152548842382
1907	real	vae_1_two	aDC_HPCA_3	0.04245763085782529	0.23407234648883576
2438	real	vae_2	pDC_NOVERSHTERN_3	-0.3082032985985279	0.23487673190545172
1422	real	vae_1_three	cDC_HPCA_1	0.014154153876006603	0.2348991027579478
28	real	vae_0_three	Basophils_NOVERSHTERN_2	-0.17211034148931503	0.23518766468266303
1571	real	vae_1_two	CD8+-Tem_HPCA_3	0.108802329748869	0.23960577762208152
441	real	vae_0_three	aDC_IRIS_1	-0.430223876144737	0.24078749318225692
1284	real	vae_1_three	Memory-B-cells_IRIS_1	-0.44991915952414274	0.242897235593676
81	real	vae_0_three	CD8+-T-cells_HPCA_1	-0.18723531067371368	0.24454243583551458
1894	real	vae_1_two	Th2-cells_IRIS_2	0.2061457633972168	0.24476780461821296
1186	real	vae_1_three	GMP_NOVERSHTERN_2	-0.26530908048152924	0.24814925127450696
1215	real	vae_1_three	MEP_HPCA_1	-0.9380136728286743	0.2541464405950408
829	real	vae_0_two	NK-cells_FANTOM_2	-0.1502092443406582	0.2546689187499421
1605	real	vae_1_two	DC_BLUEPRINT_1	0.11805231869220735	0.2556921752149746
35	real	vae_0_three	CD4+-T-cells_FANTOM_3	-2.053963818354532	0.25693508442191704
2354	real	vae_2	Preadipocytes_ENCODE_3	-5.749790992354974	0.25929123729991904
1354	real	vae_1_three	Osteoblast_HPCA_2	-0.24568244587862864	0.26321059366354765
1403	real	vae_1_three	Th1-cells_IRIS_3	-0.09849358280189335	0.26488197075054504
831	real	vae_0_two	NK-cells_HPCA_1	-1.1237847935408354	0.2696358842882507
773	real	vae_0_two	Macrophages_IRIS_3	-0.34020015411078935	0.27208793199491577
736	real	vae_0_two	MPP_ENCODE_2	0.0	0.2724074555188498
2167	real	vae_2	HSC_BLUEPRINT_2	-0.7287446889095008	0.2757735606830039
870	real	vae_0_two	Pericytes_FANTOM_1	-0.24380729347467422	0.27648809893846354
1180	real	vae_1_three	GMP_BLUEPRINT_2	-1.5194665231974795	0.27791163169932376
1241	real	vae_1_three	Macrophages-M1_BLUEPRINT_3	-2.136140752583742	0.2783365652287287
696	real	vae_0_two	GMP_NOVERSHTERN_1	-0.2180149294435978	0.2784511539330694
678	real	vae_0_two	Erythrocytes_NOVERSHTERN_1	-2.3196642762050033	0.28244487267647694
1818	real	vae_1_two	NKT_NOVERSHTERN_1	-0.03467782959342005	0.2835342896867221
2165	real	vae_2	GMP_NOVERSHTERN_3	-0.18689654022455215	0.28370696208313334
138	real	vae_0_three	DC_BLUEPRINT_1	-0.1421997845172882	0.2866885617769031
382	real	vae_0_three	Pericytes_FANTOM_2	-0.10695201344788074	0.2896263793292449
1419	real	vae_1_three	aDC_IRIS_1	-0.4223077555652708	0.29057843594978777
2083	real	vae_2	Chondrocytes_FANTOM_2	-4.960446488170419	0.29198781444780325
2142	real	vae_2	Erythrocytes_HPCA_1	-0.2457494270056486	0.2930491500052114
1168	real	vae_1_three	Erythrocytes_NOVERSHTERN_2	-0.9801658550277352	0.29550362680086717
543	real	vae_0_two	CD4+-Tem_NOVERSHTERN_1	-1.1190203940495849	0.2959318609275786
1460	real	vae_1_three	pDC_NOVERSHTERN_3	-0.4266658630222082	0.2959912170907689
340	real	vae_0_three	NK-cells_FANTOM_2	-0.09468129277229309	0.29643484348321175
1758	real	vae_1_two	Megakaryocytes_NOVERSHTERN_1	-0.10592706501483914	0.29763421361090875
1270	real	vae_1_three	Megakaryocytes_NOVERSHTERN_2	-0.5726991109549999	0.2983734647443313
1495	real	vae_1_two	Basophils_NOVERSHTERN_2	-0.05842278804630041	0.3002330465391418
1536	real	vae_1_two	CD4+-naive-T-cells_IRIS_1	0.007914323359727873	0.30381801572739797
390	real	vae_0_three	Plasma-cells_IRIS_1	-0.05637884140014648	0.3071572946744636
1812	real	vae_1_two	NK-cells_IRIS_1	-0.05759653449058533	0.31218882880964144
2093	real	vae_2	Class-switched-memory-B-cells_NOVERSHTERN_3	-0.27461119927465916	0.3134596294599667
1702	real	vae_1_two	MEP_BLUEPRINT_2	-0.008673183154314756	0.3138541755938655
2334	real	vae_2	Pericytes_ENCODE_1	-0.8504863725975156	0.3146139516353576
682	real	vae_0_two	Fibroblasts_ENCODE_2	-2.2005609571933746	0.315859286072034
486	real	vae_0_three	pro-B-cells_NOVERSHTERN_1	-1.6929628159850836	0.3166449687662355
1099	real	vae_1_three	CMP_NOVERSHTERN_2	-0.0009440053254365921	0.3207080732546178
1906	real	vae_1_two	aDC_HPCA_2	0.04245763085782529	0.32157887484346376
1277	real	vae_1_three	Melanocytes_FANTOM_3	-5.204282431281172	0.32361129458044124
636	real	vae_0_two	DC_IRIS_1	-0.2693999707698822	0.32408776242313814
1809	real	vae_1_two	NK-cells_HPCA_1	-0.1662100227549672	0.3277248468230722
2052	real	vae_2	CD8+-Tcm_NOVERSHTERN_1	-0.9687644874211401	0.33042339423388195
1893	real	vae_1_two	Th2-cells_IRIS_1	0.17871389724314213	0.3311252944957877
1433	real	vae_1_three	ly-Endothelial-cells_FANTOM_3	-0.028179613174870607	0.3327933445220532
1226	real	vae_1_three	MPP_ENCODE_3	0.0	0.3328334428880729
2067	real	vae_2	CLP_BLUEPRINT_1	-0.29285285808146	0.33353211280789097
1071	real	vae_1_three	CD8+-Tcm_HPCA_1	-0.6981607845518738	0.3356953129311417
458	real	vae_0_three	ly-Endothelial-cells_HPCA_3	-0.4024418294429779	0.33610841418672616
1472	real	vae_1_two	Adipocytes_FANTOM_3	0.03847122704610227	0.336186383453959
1859	real	vae_1_two	Plasma-cells_IRIS_3	0.1579652251675725	0.3369785617866513
1062	real	vae_1_three	CD8+-T-cells_IRIS_1	-0.0527986735105514	0.33710337895521825
1753	real	vae_1_two	Mast-cells_FANTOM_2	0.21072087925858796	0.3376229175628442
2257	real	vae_2	Memory-B-cells_BLUEPRINT_2	-1.6908019557595253	0.3386657155569727
218	real	vae_0_three	HSC_NOVERSHTERN_3	-0.23374716192483902	0.34061455554544057
1331	real	vae_1_three	NKT_NOVERSHTERN_3	-0.16492025367915628	0.3417090797534942
532	real	vae_0_two	CD4+-Tcm_HPCA_2	-2.25080739101395	0.34276986026947814
1714	real	vae_1_two	MPP_ENCODE_2	0.0	0.34336335251393235
565	real	vae_0_two	CD8+-T-cells_BLUEPRINT_2	-1.912029220839031	0.3442598044678622
1751	real	vae_1_two	Macrophages_IRIS_3	0.29888895782642066	0.34498459935974085
705	real	vae_0_two	HSC_NOVERSHTERN_1	-0.30699971318244934	0.3450460325964332
1246	real	vae_1_three	Macrophages-M2_BLUEPRINT_2	-0.3422540643950924	0.34942441618958514
802	real	vae_0_two	Mesangial-cells_FANTOM_2	-1.0603804429993033	0.3507583927166879
1113	real	vae_1_three	Class-switched-memory-B-cells_NOVERSHTERN_1	-0.37058930844068527	0.354899998919477
1111	real	vae_1_three	Class-switched-memory-B-cells_BLUEPRINT_2	-0.6088546998798847	0.3597021031064571
1015	real	vae_1_three	CD4+-T-cells_HPCA_2	-0.9024508018046618	0.36144344211059265
1673	real	vae_1_two	GMP_HPCA_3	0.26137249171733856	0.36205603757850846
1764	real	vae_1_two	Melanocytes_FANTOM_1	-0.0018470026552677157	0.36344276379715557
1765	real	vae_1_two	Melanocytes_FANTOM_2	0.06839121214579798	0.3652067862220142
795	real	vae_0_two	Memory-B-cells_IRIS_1	-0.43490448221564293	0.3699970748836012
526	real	vae_0_two	CD4+-T-cells_HPCA_2	-0.5002339002676308	0.3711536187778429
701	real	vae_0_two	HSC_BLUEPRINT_3	-0.5156708629801869	0.37124183655547366
337	real	vae_0_three	NK-cells_BLUEPRINT_2	-0.9603002546355128	0.3718619007573229
1365	real	vae_1_three	Plasma-cells_HPCA_1	-0.35443539870902896	0.3720484802244666
1507	real	vae_1_two	CD4+-Tcm_BLUEPRINT_2	0.16317038889974356	0.3734437720365364
2244	real	vae_2	Megakaryocytes_BLUEPRINT_1	-0.04075272753834725	0.3744783206726733
1121	real	vae_1_three	DC_FANTOM_3	-0.5930523537099361	0.375664652104873
1047	real	vae_1_three	CD4+-naive-T-cells_IRIS_1	-0.5043405648320913	0.37780417737613964
1330	real	vae_1_three	NKT_NOVERSHTERN_2	-0.4407102754339576	0.3822909109884303
487	real	vae_0_three	pro-B-cells_NOVERSHTERN_2	0.0018968954682350159	0.3844873452119523
1064	real	vae_1_three	CD8+-T-cells_IRIS_3	-0.14491748064756393	0.38562577027712636
37	real	vae_0_three	CD4+-T-cells_HPCA_2	-0.33161963149905205	0.38970991174151287
427	real	vae_0_three	Th2-cells_IRIS_2	-0.06852471828460692	0.3898457067081246
598	real	vae_0_two	CD8+-naive-T-cells_HPCA_2	-0.5689567001536489	0.3905428025066773
264	real	vae_0_three	Macrophages-M1_FANTOM_1	-1.0393882970602135	0.3923069891704856
1366	real	vae_1_three	Plasma-cells_HPCA_2	-0.6276923203840852	0.39491477391326985
498	real	vae_0_two	Astrocytes_ENCODE_1	-1.5625819955021143	0.4017806726442065
1415	real	vae_1_three	Tregs_HPCA_3	-0.09669606387615204	0.4026771179660509
1978	real	vae_2	B-cells_NOVERSHTERN_2	-2.4652050640434027	0.40959354517794455
758	real	vae_0_two	Macrophages-M2_BLUEPRINT_3	-1.1930932383984327	0.4127967306727428
703	real	vae_0_two	HSC_FANTOM_2	-0.12286198139190674	0.4139315381721625
401	real	vae_0_three	Preadipocytes_FANTOM_3	-0.7468606103211641	0.4145806510631277
2264	real	vae_2	Memory-B-cells_IRIS_3	-0.20509187132120132	0.41480609809897884
1523	real	vae_1_two	CD4+-Tem_NOVERSHTERN_3	-0.07718034088611603	0.41587552018092366
1014	real	vae_1_three	CD4+-T-cells_HPCA_1	-0.7732144522015005	0.4164350746213356
1096	real	vae_1_three	CMP_HPCA_2	-1.957687612855807	0.41860664115647256
1411	real	vae_1_three	Tregs_FANTOM_2	-0.030844803433865312	0.41967652714794446
2399	real	vae_2	aDC_IRIS_3	-3.9059136818395928	0.41978977943086904
730	real	vae_0_two	MEP_NOVERSHTERN_2	-0.29382993280887604	0.42009349366354515
768	real	vae_0_two	Macrophages_HPCA_1	-4.274049798943452	0.42091463915340066
707	real	vae_0_two	HSC_NOVERSHTERN_3	-0.23419440537691116	0.42719587135129183
1607	real	vae_1_two	DC_BLUEPRINT_3	0.11805231869220735	0.4279734708031624
1915	real	vae_1_two	cDC_NOVERSHTERN_2	0.0	0.43034605453129027
2344	real	vae_2	Plasma-cells_HPCA_2	-0.8527147588320076	0.43162716745210933
2376	real	vae_2	Tgd-cells_HPCA_1	-5.378989674150944	0.43193157008238336
2009	real	vae_2	CD4+-Tem_HPCA_3	-0.1724761575460434	0.4336102556166761
246	real	vae_0_three	MPP_ENCODE_1	-0.16256529092788696	0.43484679098756557
1560	real	vae_1_two	CD8+-Tcm_HPCA_1	-0.5259885359555483	0.4364981585898442
1477	real	vae_1_two	Astrocytes_ENCODE_2	0.32927232794463634	0.437845179439277
164	real	vae_0_three	Eosinophils_BLUEPRINT_3	-0.9218589998781681	0.438531645217696
2025	real	vae_2	CD4+-naive-T-cells_IRIS_1	-0.5091381520032883	0.44244068453723545
1937	real	vae_1_two	naive-B-cells_BLUEPRINT_3	-0.16255494207143784	0.4431623529320647
1117	real	vae_1_three	DC_BLUEPRINT_2	0.0016059689223766258	0.4433741681173585
1637	real	vae_1_two	Eosinophils_NOVERSHTERN_3	-0.011150169768370646	0.4445788589216965
336	real	vae_0_three	NK-cells_BLUEPRINT_1	-0.11340498924255371	0.44578247809323285
1763	real	vae_1_two	Melanocytes_ENCODE_3	0.2490924799349159	0.4465257241236077
499	real	vae_0_two	Astrocytes_ENCODE_2	-1.771837878972292	0.4478891801921352
872	real	vae_0_two	Pericytes_FANTOM_3	-0.1314998809248209	0.4504059334431316
1286	real	vae_1_three	Memory-B-cells_IRIS_3	-0.1745295925065875	0.4508552377206146
1066	real	vae_1_three	CD8+-T-cells_NOVERSHTERN_2	0.012754076626151798	0.4520061812014395
976	real	vae_0_two	pro-B-cells_NOVERSHTERN_2	-0.045684950426220894	0.45375579115597464
558	real	vae_0_two	CD4+-naive-T-cells_IRIS_1	-0.5060733202844858	0.45526407830144927
1353	real	vae_1_three	Osteoblast_HPCA_1	-0.41895656409906223	0.45564599961430613
432	real	vae_0_three	Tregs_FANTOM_1	0.0	0.4578597735462855
1250	real	vae_1_three	Macrophages-M2_HPCA_3	0.036271922290325165	0.4607509765263428
1112	real	vae_1_three	Class-switched-memory-B-cells_BLUEPRINT_3	-0.3152010478079319	0.4652483249369584
2202	real	vae_2	MPP_ENCODE_1	-0.7017731890082359	0.4652780062359919
209	real	vae_0_three	GMP_NOVERSHTERN_3	-0.02820377051830293	0.4694389795187518
1872	real	vae_1_two	Skeletal-muscle_ENCODE_1	0.08056365139782432	0.4710872062417887
437	real	vae_0_three	Tregs_HPCA_3	-0.12756121158599856	0.47263502405321317
36	real	vae_0_three	CD4+-T-cells_HPCA_1	-0.7902983371168375	0.47295855549632054
1362	real	vae_1_three	Plasma-cells_BLUEPRINT_1	-0.02677281340584159	0.4737379962433154
1049	real	vae_1_three	CD4+-naive-T-cells_IRIS_3	-0.9518760513165034	0.4748688387510772
1009	real	vae_1_three	CD4+-T-cells_BLUEPRINT_2	-0.8226293328334578	0.4770176437921657
833	real	vae_0_two	NK-cells_HPCA_3	-0.8785472698509693	0.4772809493908742
2017	real	vae_2	CD4+-memory-T-cells_IRIS_2	-0.34113941714167595	0.48101751087905575
2069	real	vae_2	CLP_BLUEPRINT_3	-0.8780705302488059	0.4816870771422247
989	real	vae_1_three	Astrocytes_ENCODE_3	-0.4135725300293416	0.4847213558571473
1900	real	vae_1_two	Tregs_FANTOM_2	0.11135509610176086	0.48806148121222115
1278	real	vae_1_three	Memory-B-cells_BLUEPRINT_1	-3.754168211016804	0.48856800581265014
2028	real	vae_2	CD4+-naive-T-cells_NOVERSHTERN_1	-0.9767072414979339	0.4913948307549309
886	real	vae_0_two	Preadipocytes_ENCODE_2	-0.4307974185794592	0.49289349298384777
1116	real	vae_1_three	DC_BLUEPRINT_1	0.05719079449772835	0.4932322273275013
344	real	vae_0_three	NK-cells_HPCA_3	-0.7447407562285662	0.49367312106586975
309	real	vae_0_three	Mesangial-cells_ENCODE_1	-0.22967742756009102	0.49466657092895694
2046	real	vae_2	CD8+-Tcm_BLUEPRINT_1	-0.03224154328927398	0.494762990986595
825	real	vae_0_two	NK-cells_BLUEPRINT_1	-0.13010140135884285	0.4949116390141637
389	real	vae_0_three	Plasma-cells_HPCA_3	-0.1497093364596367	0.49663330921769694
1533	real	vae_1_two	CD4+-naive-T-cells_HPCA_1	0.39110143575817347	0.5020734810534544
1034	real	vae_1_three	CD4+-Tem_NOVERSHTERN_3	-0.32885122299194336	0.5049518353409534
63	real	vae_0_three	CD4+-naive-T-cells_FANTOM_1	-0.4220351595431566	0.5081738105217463
1248	real	vae_1_three	Macrophages-M2_HPCA_1	-0.9170372292865068	0.5083315814963755
2432	real	vae_2	naive-B-cells_NOVERSHTERN_3	-1.9053556001745164	0.5087110296847067
1018	real	vae_1_three	CD4+-Tcm_BLUEPRINT_2	-0.6872350245248526	0.5125608247929232
2050	real	vae_2	CD8+-Tcm_HPCA_2	-0.29640272026881576	0.5142586923594116
1369	real	vae_1_three	Plasma-cells_IRIS_2	-0.20953277582884766	0.515009336415958
1606	real	vae_1_two	DC_BLUEPRINT_2	0.14174252934753895	0.516626556842394
1114	real	vae_1_three	Class-switched-memory-B-cells_NOVERSHTERN_2	-0.37058930844068527	0.517250687363593
1776	real	vae_1_two	Mesangial-cells_ENCODE_1	0.5565993376076221	0.5202054134246386
2068	real	vae_2	CLP_BLUEPRINT_2	-0.41440125554800034	0.5216836306886257
2262	real	vae_2	Memory-B-cells_IRIS_1	-0.3907200489193201	0.525000303675209
1190	real	vae_1_three	HSC_BLUEPRINT_3	-0.5041157910600305	0.5255646759754503
1569	real	vae_1_two	CD8+-Tem_HPCA_1	-0.2083857192192225	0.525664817115317
1261	real	vae_1_three	Macrophages_IRIS_2	-1.374784111394547	0.527056958936127
302	real	vae_0_three	Memory-B-cells_BLUEPRINT_3	-0.9645112855359911	0.5298521153704849
513	real	vae_0_two	Basophils_FANTOM_1	-1.5375540778040886	0.5307856626463372
878	real	vae_0_two	Plasma-cells_HPCA_3	-0.277096813544631	0.5339420786155595
1701	real	vae_1_two	MEP_BLUEPRINT_1	0.04663821234134957	0.537504667641458
848	real	vae_0_two	Neurons_FANTOM_3	-4.8364285454154015	0.5379481896216943
1364	real	vae_1_three	Plasma-cells_BLUEPRINT_3	-3.8244630501721986	0.5382158311448462
2201	real	vae_2	MPP_BLUEPRINT_3	-1.7857153213117272	0.5435950136224176
810	real	vae_0_two	Monocytes_HPCA_1	-0.2797319176606834	0.5442776102902961
1428	real	vae_1_three	iDC_HPCA_1	-0.34092745929956436	0.5479611060380092
2375	real	vae_2	Smooth-muscle_HPCA_3	-5.537539190845564	0.548253961126023
1249	real	vae_1_three	Macrophages-M2_HPCA_2	0.12729482259601355	0.549074834194799
1816	real	vae_1_two	NK-cells_NOVERSHTERN_2	0.05079672485589981	0.5496088281176714
2062	real	vae_2	CD8+-Tem_NOVERSHTERN_2	-0.9409324750304222	0.5508876812581854
2195	real	vae_2	MEP_HPCA_3	-0.15907121170312166	0.5545546562973036
1040	real	vae_1_three	CD4+-memory-T-cells_IRIS_3	-0.2645451307762414	0.5548376067507808
732	real	vae_0_two	MPP_BLUEPRINT_1	-1.3115471228957176	0.5550358065756242
1413	real	vae_1_three	Tregs_HPCA_1	-0.09669606387615204	0.5552854299323245
60	real	vae_0_three	CD4+-memory-T-cells_IRIS_1	-0.12618704698979855	0.5566968338441922
1053	real	vae_1_three	CD8+-T-cells_BLUEPRINT_1	-0.7415275308303535	0.5575013573694263
2061	real	vae_2	CD8+-Tem_NOVERSHTERN_1	-1.0024419794790447	0.5608804555646401
1309	real	vae_1_three	Myocytes_ENCODE_2	0.10998857393860817	0.5635646430840594
672	real	vae_0_two	Erythrocytes_FANTOM_1	-0.15335890464484692	0.563620944354984
61	real	vae_0_three	CD4+-memory-T-cells_IRIS_2	-0.12946156039834023	0.5649669381948668
1188	real	vae_1_three	HSC_BLUEPRINT_1	0.11167347244918345	0.5693093058118068
54	real	vae_0_three	CD4+-Tem_NOVERSHTERN_1	-0.7745982958003879	0.5742314317149135
1242	real	vae_1_three	Macrophages-M1_FANTOM_1	-0.7339798754546791	0.5756358456065498
2139	real	vae_2	Erythrocytes_FANTOM_1	-0.1472068671137094	0.5766359159978164
2339	real	vae_2	Pericytes_FANTOM_3	-0.1413876749575138	0.5769836574089269
1214	real	vae_1_three	MEP_BLUEPRINT_3	0.21269988361746073	0.5783754718268692
2145	real	vae_2	Erythrocytes_NOVERSHTERN_1	-1.5552121894434094	0.5798222898203224
1905	real	vae_1_two	aDC_HPCA_1	0.01876742020249368	0.580996396886251
590	real	vae_0_two	CD8+-Tem_BLUEPRINT_3	-1.4936110260896385	0.5820733883004556
1232	real	vae_1_three	MPP_NOVERSHTERN_3	0.0	0.5856638007790934
26	real	vae_0_three	Basophils_FANTOM_3	0.0	0.5871904948905559
1441	real	vae_1_three	mv-Endothelial-cells_FANTOM_2	-0.594504501495976	0.5883386673100269
521	real	vae_0_two	CD4+-T-cells_BLUEPRINT_3	-0.7037442103028297	0.5885403417898245
1748	real	vae_1_two	Macrophages_HPCA_3	1.5539972529368242	0.5889586021661206
394	real	vae_0_three	Platelets_HPCA_2	-4.0785778228600975	0.5894941642409114
845	real	vae_0_two	Neurons_ENCODE_3	-3.0829413402825594	0.5905250448364082
2340	real	vae_2	Plasma-cells_BLUEPRINT_1	-0.0160900498740375	0.5912723776977954
2032	real	vae_2	CD8+-T-cells_BLUEPRINT_2	-1.33503780211322	0.5933841933315526
1230	real	vae_1_three	MPP_NOVERSHTERN_1	0.03250043233856559	0.5943981844669681
1668	real	vae_1_two	GMP_BLUEPRINT_1	0.35488641727715725	0.594717988731672
70	real	vae_0_three	CD4+-naive-T-cells_IRIS_2	-0.18157101795077324	0.5981434427315423
606	real	vae_0_two	CMP_HPCA_1	-4.920698226196691	0.5983441208438034
1456	real	vae_1_three	pDC_FANTOM_2	-0.30104005755856633	0.5997817307065069
570	real	vae_0_two	CD8+-T-cells_HPCA_1	-0.19799895584583282	0.6005055540583897
1902	real	vae_1_two	Tregs_HPCA_1	0.03961415961384773	0.6026269763690725
1124	real	vae_1_three	DC_HPCA_3	-0.08597845584154129	0.6029599213378047
2214	real	vae_2	MSC_HPCA_1	-1.2267321972176433	0.6064062169946969
252	real	vae_0_three	MPP_NOVERSHTERN_1	-0.13120802491903305	0.6064545344966619
2082	real	vae_2	Chondrocytes_FANTOM_1	-7.233738491486292	0.6064844456839841
694	real	vae_0_two	GMP_HPCA_2	-0.1469260510057211	0.6082036911294151
1760	real	vae_1_two	Megakaryocytes_NOVERSHTERN_3	0.1360594779253006	0.6160516891646886
1038	real	vae_1_three	CD4+-memory-T-cells_IRIS_1	0.04690907523036003	0.6203523337322361
1373	real	vae_1_three	Platelets_HPCA_3	0.0	0.6207218303245283
515	real	vae_0_two	Basophils_FANTOM_3	0.0	0.6208951820285251
